Course Name,Timestamp,Rating,Comment
Forecasting Models & Time Series Analysis for Business in R,2023-01-30 19:51:01+00:00,4.5,This course covers some elementary forecasting approaches as well as some cutting-edge methodologies. Each section contains a complete practical implementation the topic. An interested reader can further expand the approaches in different sections by cross comparison. It is a valuable course overall.
Business Data Analytics & Intelligence with Python,2023-01-31 17:02:00+00:00,4,"he really explains everything so well, Diogo breaks everything down to understandable bit-sized bits for me to digest properly i am really liking this course."
Data Mining for Business Analytics & Data Analysis in Python,2023-01-31 21:05:22+00:00,5,The content of course gives a very intuitive way to stew over many data mining concepts! A good balance between rigor and practicability.
Econometrics and Statistics for Business in R & Python,2023-01-31 23:35:18+00:00,5,Excellent Course On Causation Analysis. You won't find a course in Causal ML that is so detailed and explain the concept so well
Forecasting Models & Time Series Analysis for Business in R,2023-02-05 00:53:00+00:00,3.5,"Estou gostando bastando do curso, bem explicado com uso das técnicas de séries temporais quebradas por blocos para melhor fixação do conteúdo.

Acho que poderia usar diferentes dataset e finalizar as análises usando as técnicas abordadas no curso. Por exemplo, usar uma dataset que a técnica de ARIMA é mais indicada que SARIMAX e comparar os resutado de ambas com cada método."
Forecasting Models & Time Series Analysis for Business in R,2023-02-05 03:55:38+00:00,5,Excellent Course
Forecasting Models and Time Series for Business in Python,2023-02-05 19:21:33+00:00,5,"I cant give 5 stars because it will mean that the course can not be improved,
Very happy"
Forecasting Models & Time Series Analysis for Business in R,2023-02-06 05:38:19+00:00,5,The course is very useful if you are looking to learn new domains for corporate purposes and it is useful that the instructor is prompt in answering queries. Highly recommend!
Forecasting Models & Time Series Analysis for Business in R,2023-02-07 01:36:07+00:00,4.5,The course is informative and moves at a good pace.
Data Mining for Business Analytics & Data Analysis in Python,2023-02-08 12:25:48+00:00,4,I feel it is adressing the sole purpose for which I bought it
Data Literacy and Business Analytics for Business Leaders,2023-02-09 20:20:21+00:00,4.5,Very informative
Data Mining for Business Analytics & Data Analysis in Python,2023-02-10 06:55:03+00:00,5,"I just started this course but based on my past experience with Diogo's courses, I can say he is a fantastic instructor who really cares about making sure his students get the most out of the course. He's always quick to respond and help clarify anything that's unclear.

He's knowledgeable, engaging, and makes the content easy to understand. I'm confident that this course will be no different and I'm excited to see what I'll learn!"
Business Data Analytics & Intelligence with Python,2023-02-10 18:11:13+00:00,4.5,It was a great learning journey till now and looking forward to learn more
Forecasting Models & Time Series Analysis for Business in R,2023-02-13 03:18:12+00:00,5,Great course with clear explanation of each topic building from the ground up. I wish there was an appendix describing the mathematical principles behind each model. Otherwise wonderful professor with great examples!
Business Data Analytics & Intelligence with Python,2023-02-13 16:32:18+00:00,4.5,"Love it! A good combination between theory, practice and exercises."
Forecasting Models and Time Series for Business in Python,2023-02-17 06:25:00+00:00,3.5,Good
Econometrics and Statistics for Business in R & Python,2023-02-19 07:20:41+00:00,5,good
Business Data Analytics & Intelligence with Python,2023-02-19 22:03:40+00:00,4,great
Forecasting Models and Time Series for Business in Python,2023-02-21 14:35:37+00:00,2.5,"The training is too simple. Real data science is no fun but more advanced work. This training in my opinion shall be addressed to beginners. No math, no explanation of the models just high level coding. Nothing catching so far."
Forecasting Models & Time Series Analysis for Business in R,2023-02-22 19:12:30+00:00,5,The course is excellent. Please continue to update it!
Econometrics and Statistics for Business in R & Python,2023-02-25 17:34:19+00:00,2,"There is no road map. It does not determine a fix experience project that From baseline in teach us and work on whole of it . There are several small projects that not to bad, it not use-full enough, though."
Data Literacy and Business Analytics for Business Leaders,2023-02-26 14:12:30+00:00,4.5,Very Good Explanation.
XGBoost for Business: Machine Learning Course in Python & R,2023-02-27 01:36:02+00:00,4,"Awesome videos for training to get a good grasp on how to build an xGBoost model to serve business needs. 
1 thing I do not agree with is that the recall is very impoverish i.e. 0.48. I think better feature selection should be done.. Dropping the threshold from 0.5 to 0.05 is not an ideal scenario as it can increase a lot of cost to the business by producing too many false Positives."
Business Data Analytics & Intelligence with Python,2023-02-27 12:08:31+00:00,4.5,"I can say i'm where i want to be. The course is covering what i expected.
Let keep going. Thanks"
Forecasting Models and Time Series for Business in Python,2023-02-27 16:58:52+00:00,5,"Very passionate, concise and clear about core concepts, great learning experience"
Forecasting Models and Time Series for Business in Python,2023-03-01 01:29:11+00:00,4,This is a good course to learn about time series forecasting.
XGBoost for Business: Machine Learning Course in Python & R,2023-03-01 08:19:42+00:00,3.5,Good
Business Data Analytics & Intelligence with Python,2023-03-02 08:57:55+00:00,4.5,The instructor is very good explaining the process to get the program through Google downloaded to start working on it in the class.
Data Literacy and Business Analytics for Business Leaders,2023-03-02 20:28:45+00:00,5,Great course and great information.  I liked the way the slides were not just static/boring images but instead had lively drawings to keep the viewer engaged.
Forecasting Models and Time Series for Business in Python,2023-03-05 08:19:07+00:00,5,Introduction is good. I will provide complete feedback after completing it
Business Data Analytics & Intelligence with Python,2023-03-09 22:12:16+00:00,5,"A great course! Very practical approach to learning Python, through concrete business problems to be solved."
Business Data Analytics & Intelligence with Python,2023-03-12 19:07:37+00:00,4,It is a bit boring
XGBoost for Business: Machine Learning Course in Python & R,2023-03-16 09:14:18+00:00,5,na razie świetny
Econometrics and Statistics for Business in R & Python,2023-03-22 12:42:16+00:00,5,great learning. Really improved my knoledge of econometrics and it felt as if it was super easy
Business Data Analytics & Intelligence with Python,2023-03-26 03:51:55+00:00,5,This was an excellent course. It built nicely on the basic knowledge I had learned. Diogo presented the content clearly at a good pace. There were plenty of challenges to test the skills learned. I tried all the challenges but mostly had to listen to the solution to complete them. I think this course has given me enough skills to try finding datasets and apply what I learned from this course to them.
Forecasting Models and Time Series for Business in Python,2023-03-27 23:31:19+00:00,5,Excellent course with totally useful content. 100% recommended!
Data Literacy and Business Analytics for Business Leaders,2023-03-30 04:38:05+00:00,5,explanation were extremely clear
Econometrics and Statistics for Business in R & Python,2023-03-30 18:44:12+00:00,4.5,awesome!!!
Forecasting Models and Time Series for Business in Python,2023-04-02 19:45:20+00:00,5,Getting better and better
Data Literacy and Business Analytics for Business Leaders,2023-04-03 11:29:27+00:00,5,c'etait bien
Data Mining for Business Analytics & Data Analysis in Python,2023-04-05 08:48:17+00:00,4,Good
Data Literacy and Business Analytics for Business Leaders,2023-04-06 13:16:36+00:00,5,Interesting slides
Business Data Analytics & Intelligence with Python,2023-04-10 14:07:44+00:00,5,"your speed is perfect and because of the explanation is very detail, I can easily digest it. sooo, thank you very much for your time.

and well done Diogo!!!"
Business Data Analytics & Intelligence with Python,2023-04-11 01:13:12+00:00,4,"This instructor is one of the best on Udemy.  I took a similar class prior to this one and it was not as engaging.  A little more detail, especially in the Prophet section explaining more what the results mean would really help.  Great course though!"
Business Data Analytics & Intelligence with Python,2023-04-11 23:26:55+00:00,2,"it does not teach anything, just memorizing you some functions with 0 explaining and giving the easiest examples you might see in your life."
Forecasting Models and Time Series for Business in Python,2023-04-13 04:04:00+00:00,5,"Many thanks, Diogo and Udemy for a great course! This will hopefully give people like me a strong basic foundation to advance our skills in forecasting through Python. 

I have recommended this course to a couple of people and will continue to do so."
Business Data Analytics & Intelligence with Python,2023-04-13 04:17:49+00:00,5,"The material is relevant, engaging and Diogo does a great job explaining. He also is quick to respond to my questions."
Data Mining for Business Analytics & Data Analysis in Python,2023-04-18 16:43:22+00:00,3.5,Early in the course: I am able to follow the explanations. The motivation for the material is good. I look forward to the upcoming explanations to see whether I am able to assimilate the material.
Statistics for Business Analytics: Data Analysis with Excel,2023-04-20 00:32:16+00:00,4,"o curso é bem condensado e prático, mas receberia uma nota mais alta se tivesse um complemento teórico mais detalhado que pudesse servir de base de consulta, como por exemplo, a explicação sobre o que são graus de liberdade."
Statistics for Business Analytics: Data Analysis with Excel,2023-04-22 09:51:10+00:00,3,NA
Forecasting Models & Time Series Analysis for Business in R,2023-04-22 16:26:41+00:00,5,"So far, the course is outstanding!!!!"
Business Data Analytics & Intelligence with Python,2023-04-24 13:19:18+00:00,4,Course is comprehensive for beginner like me.
Econometrics and Statistics for Business in R & Python,2023-04-26 04:54:25+00:00,2.5,"Accoring to my view, initially before starting with examples even you could have start explaning the terminologies like econometrics and all. Just felt this."
Business Data Analytics & Intelligence with Python,2023-04-27 16:04:42+00:00,5,Súper
Forecasting Models & Time Series Analysis for Business in R,2023-05-01 06:21:31+00:00,3,"I liked the course, but it is more towards spoonfeeding and dictation side, rather than towards learning, this could have been much better, had we been using TSM Analysis to solve business problems, interpreting data and then applying it to results. Overall, i learned a lot, but it could have been even more insightful"
Business Data Analytics & Intelligence with Python,2023-05-02 05:37:33+00:00,4.5,It was Great Learning Experience. Get to know about lot of new things related business intelligence.
Data Mining for Business Analytics & Data Analysis in Python,2023-05-02 17:16:55+00:00,4,Very well structured and complete with examples and challenges. I wish I could have more time to better enjoy this course. Good job!
Forecasting Models and Time Series for Business in Python,2023-05-04 02:52:12+00:00,5,"I really like the step by step the instructor uses on every little project. Also, the instructor was responsive to questions. Good learning experience. Thank you"
Forecasting Models and Time Series for Business in Python,2023-05-13 11:47:37+00:00,5,Excellent quality and top instructor
Forecasting Models and Time Series for Business in Python,2023-05-20 07:10:45+00:00,4,yes seems to be so far
Forecasting Models and Time Series for Business in Python,2023-05-20 16:11:20+00:00,2,"Please speak clear English, so that we can understand you courses. I am not able to understand some words while you are speaking. This is the basic things for any courses. Audience should understand what you speak."
Data Literacy and Business Analytics for Business Leaders,2023-05-23 00:36:03+00:00,5,Very thorough and detailed instruction.
Econometrics and Statistics for Business in R & Python,2023-05-23 19:05:02+00:00,4,"I mean I have absolutely no clue what is being discussed here, something along the lines of meta analysis, etc. But I'm ready to learn and they said that the course was begginer friendly, so I'm ready to put that to the test."
Forecasting Models and Time Series for Business in Python,2023-05-28 18:01:18+00:00,2.5,very poor course. No explaination of underlying concept or the reason for doing the things done.
XGBoost for Business: Machine Learning Course in Python & R,2023-05-28 20:50:06+00:00,5,Easy to follow and clearly explained.
Statistics for Business Analytics: Data Analysis with Excel,2023-05-30 07:26:28+00:00,5,its a very informative
Data Mining for Business Analytics & Data Analysis in Python,2023-06-03 13:05:14+00:00,5,very well organized. neat examples. very articulate
Business Data Analytics & Intelligence with Python,2023-06-06 09:01:25+00:00,4.5,The course is really industry driven and I am happy to start this.
Forecasting Models & Time Series Analysis for Business in R,2023-06-07 18:15:31+00:00,5,He is engaging and easy to follow. He explains the concepts in a very simple terms/language to understand.
Econometrics and Statistics for Business in R & Python,2023-06-08 01:46:34+00:00,5,"I was looking for more explanation about what econometrics is and the math behind it. For instance, when the instructor says that a given number means that something is a good match, I don't understand why (other than p-values). The course has taught me R Studio, which is something I wanted to learn so it was certainly worth my time. But, it didn't teach what I was looking for this class."
